price,n_rooms,area,price_per_m2,link,title,address,district
1300,1,38.0,34.0,https://www.otodom.pl/pl/oferta/mieszkanie-przy-rondzie-solidarnosci-ID4lpUp,Mieszkanie przy Rondzie Solidarności,"Fabryczna, Śródmieście, Łódź, łódzkie",Śródmieście
2500,2,44.0,57.0,https://www.otodom.pl/pl/oferta/kameralny-apartament-z-parkingiem-na-dabrowie-ID4yQzq,Kameralny apartament z parkingiem na Dąbrowie,"ul. Teofila Aleksandra Lenartowicza, Chojny, Górna, Łódź, łódzkie",Górna
1800,3,59.5,30.0,https://www.otodom.pl/pl/oferta/lutomierska-klonowa-3-pokojowe-umeblowane-ID4yova,"Lutomierska-Klonowa, 3-pokojowe, umeblowane","ul. Klonowa, Żubardź, Bałuty, Łódź, łódzkie",Bałuty
1400,1,18.0,78.0,https://www.otodom.pl/pl/oferta/nowoczesna-kawalerka-z-antresola-przy-ul-wysokiej-ID4zmWa,Nowoczesna kawalerka z antresolą przy ul. Wysokiej,"Fabryczna Widzew, Widzew, Łódź, łódzkie",Widzew
1400,1,18.0,78.0,https://www.otodom.pl/pl/oferta/funkcjonalna-kawalerka-przy-ul-wysokiej-ID4zmW5,Funkcjonalna kawalerka przy ul. Wysokiej,"Fabryczna Widzew, Widzew, Łódź, łódzkie",Widzew
2000,2,52.47,38.0,https://www.otodom.pl/pl/oferta/mieszkanie-z-miejscem-parkingowym-polesie-lodz-53m2-ID4zmUK,Mieszkanie z miejscem parkingowym Polesie Łódź 53m2,"ul. Zielona, Stare Polesie, Polesie, Łódź, łódzkie",Polesie
2000,2,44.0,45.0,https://www.otodom.pl/pl/oferta/twoje-zacisze-w-centrum-lodzi-etiuda-ID4yQsc,Twoje zacisze w centrum Łodzi | Etiuda,"Fabryczna, Śródmieście, Łódź, łódzkie",Śródmieście
2800,2,50.64,55.0,https://www.otodom.pl/pl/oferta/eleganckie-mieszkanie-obok-manufaktury-ID4z9tc,Eleganckie mieszkanie obok Manufaktury,"ul. Drewnowska, Stare Miasto, Bałuty, Łódź, łódzkie",Bałuty
3400,3,69.0,49.0,https://www.otodom.pl/pl/oferta/stylowy-apartament-przy-parku-poniatowskiego-ID4yObk,Stylowy apartament przy Parku Poniatowskiego,"Stare Polesie, Polesie, Łódź, łódzkie",Polesie
1300,1,15.0,87.0,https://www.otodom.pl/pl/oferta/przytulna-umeblowana-kawalerka-w-samym-sercu-lodzi-sienkiewicza-115-ID4tm99,Przytulna Umeblowana Kawalerka w Samym Sercu Łodzi - Sienkiewicza 115,"ul. Henryka Sienkiewicza 115, Centrum, Śródmieście, Łódź, łódzkie",Śródmieście
2980,3,68.67,43.0,https://www.otodom.pl/pl/oferta/mieszkanie-3-pokojowe-oferta-bezposrednia-ID4yjOF,"Mieszkanie 3 pokojowe, OFERTA BEZPOŚREDNIA","ul. Składowa, Fabryczna, Śródmieście, Łódź, łódzkie",Śródmieście
2713,3,67.87,40.0,https://www.otodom.pl/pl/oferta/mieszkanie-3-pokojowe-oferta-bezposrednia-ID4yMZl,Mieszkanie 3 pokojowe OFERTA BEZPOŚREDNIA,"ul. Wspólna, Stare Bałuty, Bałuty, Łódź, łódzkie",Bałuty
1911,1,39.75,48.0,https://www.otodom.pl/pl/oferta/bezposrednio-i-w-centrum-i-zwierzeta-mile-widziane-i-helpdesk-24h-ID4ytvg,Bezpośrednio I W centrum I Zwierzęta mile widziane I HelpDesk 24H,"ul. Składowa, Fabryczna, Śródmieście, Łódź, łódzkie",Śródmieście
1600,2,56.0,29.0,https://www.otodom.pl/pl/oferta/2-pokoje-56m2-balkon-ul-cieszynska-od-zaraz-ID4zmRF,"2 pokoje, 56m2, balkon, ul. Cieszyńska, od zaraz!","ul. Cieszyńska, Nowe Rokicie, Górna, Łódź, łódzkie",Górna
